input_text,output_text
"Google App Engine Deploy Error[12] Cannot allocate memory<p>My Application is running as 
  - Google App Engine Standard Environment : Python 37</p>

<p>I deploy my application using gcloud as following command </p>

<blockquote>
  <p>gcloud app deploy --project [project-name] --version uno</p>
</blockquote>

<p>my build fail as the following error </p>

<pre><code>Step #1 - ""builder"": INFO     gzip_tar_runtime_package took 18 seconds
Step #1 - ""builder"": INFO     Finished gzipping tarfile.
Step #1 - ""builder"": INFO     Building app layer took 47 seconds
Step #1 - ""builder"": INFO     starting: Building app layer
Step #1 - ""builder"": INFO     starting: tar_runtime_package
Step #1 - ""builder"": INFO     tar_runtime_package tar -pcf /tmp/tmpyhSCMU.tar --hard-dereference --transform flags=r;s,^,/.googleconfig/, --exclude *.pyc .
Step #1 - ""builder"": INFO     tar_runtime_package took 0 seconds
Step #1 - ""builder"": INFO     Building app layer took 0 seconds
Step #1 - ""builder"": INFO     build process for FTL image took 50 seconds
Step #1 - ""builder"": INFO     full build took 50 seconds
Step #1 - ""builder"": ERROR    tar_runtime_package tar -pcf /tmp/tmpyhSCMU.tar --hard-dereference --transform flags=r;s,^,/.googleconfig/, --exclude *.pyc .
Step #1 - ""builder"": exited with error [Errno 12] Cannot allocate memory
Step #1 - ""builder"": tar_runtime_package is likely not on the path
Step #1 - ""builder"": Traceback (most recent call last):
Step #1 - ""builder"":   File ""/usr/lib/python2.7/runpy.py"", line 174, in _run_module_as_main
Step #1 - ""builder"":     ""__main__"", fname, loader, pkg_name)
Step #1 - ""builder"":   File ""/usr/lib/python2.7/runpy.py"", line 72, in _run_code
Step #1 - ""builder"":     exec code in run_globals
Step #1 - ""builder"":   File ""/usr/local/bin/ftl.par/__main__.py"", line 65, in &lt;module&gt;
Step #1 - ""builder"":   File ""/usr/local/bin/ftl.par/__main__.py"", line 60, in main
Step #1 - ""builder"":   File ""/usr/local/bin/ftl.par/__main__/ftl/common/ftl_error.py"", line 77, in InternalErrorHandler
Step #1 - ""builder"": IOError: [Errno 2] No such file or directory: '""""/output'
</code></pre>

<p>More Information</p>

<ul>
<li>My Task Queue is already empty.</li>
<li>I try to up size my instance class from F1 to F2 and F3 and it still fail.</li>
</ul>","<p>The error <code>cannot allocate memory</code> usually appears if the number of files or the size of the content that is being uploaded is too big and the instance used to deploy your code runs out of memory.</p>

<p>The cause of this error might be the fact that you are using too many dependencies or static files.</p>

<p>Are you downloading static files ? I see this command <code>tar_runtime_package tar</code> before the error. </p>

<p>I would suggest to make sure you only use the necessary dependencies or choose to deploy your application on Google Cloud Run.</p>"
"Upload jest code coverage results to codecov during google cloud build<p>I'm trying to figure out how to upload my jest code coverage reports to codecov. 
From there <a href=""https://docs.codecov.io/docs/about-the-codecov-bash-uploader#section-flag"" rel=""nofollow noreferrer"">documentation</a>:</p>

<pre><code>bash &lt;(curl -s https://codecov.io/bash) -t token
</code></pre>

<p>So I tried to run the bash script from a cloud build step witth the following <code>cloudbuild.yaml</code></p>

<pre><code>steps:
  - name: node:10.15.1
    entrypoint: npm
    args: [""install""]
  - name: node:10.15.1
    entrypoint: npm
    args: [""test"", ""--"", ""--coverage""]
  - name: 'gcr.io/cloud-builders/curl'
    entrypoint: bash
    args: ['&lt;(curl -s https://codecov.io/bash)', '-t', '$_CODECOV_TOKEN']
  - name: node:10.15.1
    entrypoint: npm
    args: [""run"", ""build:production""]
</code></pre>

<p>I get the following error: </p>

<pre><code>Step #2: bash: &lt;(curl -s https://codecov.io/bash): No such file or directory
</code></pre>

<p>Obviously because the <code>&lt;(curl -s https://codecov.io/bash)</code> is interpreted as string while I want it to be executed.</p>

<p><strong>Edit:</strong> </p>

<p>I've changed my build step to the following: </p>

<pre><code>  - name: ""gcr.io/cloud-builders/curl""
    entrypoint: bash
    args: [""./scripts/codecov-upload.bash"", ""$_CODECOV_TOKEN""]
</code></pre>

<p>And added a file <code>codecov-upload.bash</code></p>

<pre><code>bash &lt;(curl -s https://codecov.io/bash) -t $1
</code></pre>

<p>When running my cloud build the codecov bash uploader succesfully starts. However, I doesn't manage to upload to reports to clodecov.</p>

<p>Here's the logs from codecov bash uploader:</p>

<pre><code>Step #2: Test Suites: 1 passed, 1 total
Step #2: Tests:       1 passed, 1 total
Step #2: Snapshots:   1 passed, 1 total
Step #2: Time:        28.981s
Step #2: Ran all test suites.
Finished Step #2
Starting Step #3
Step #3: Already have image (with digest): gcr.io/cloud-builders/curl
Step #3: /dev/fd/63: option requires an argument -- t
Step #3: 
Step #3:   _____          _
Step #3:  / ____|        | |
Step #3: | |     ___   __| | ___  ___ _____   __
Step #3: | |    / _ \ / _` |/ _ \/ __/ _ \ \ / /
Step #3: | |___| (_) | (_| |  __/ (_| (_) \ V /
Step #3:  \_____\___/ \__,_|\___|\___\___/ \_/
Step #3:                               Bash-tbd
Step #3: 
Step #3: 
Step #3: x&gt; No CI provider detected.
Step #3:     Testing inside Docker? http://docs.codecov.io/docs/testing-with-docker
Step #3:     Testing with Tox? https://docs.codecov.io/docs/python#section-testing-with-tox
Step #3:     project root: .
Step #3: /dev/fd/63: line 897: git: command not found
Step #3: /dev/fd/63: line 897: hg: command not found
Step #3:     Yaml not found, that's ok! Learn more at http://docs.codecov.io/docs/codecov-yaml
Step #3: ==&gt; Running gcov in . (disable via -X gcov)
Step #3: ==&gt; Python coveragepy not found
Step #3: ==&gt; Searching for coverage reports in:
Step #3:     + .
Step #3:     -&gt; Found 3 reports
Step #3: ==&gt; Detecting git/mercurial file structure
Step #3: ==&gt; Reading reports
Step #3:     + ./coverage/clover.xml bytes=163786
Step #3:     + ./coverage/coverage-final.json bytes=444241
Step #3:     + ./coverage/lcov.info bytes=71582
Step #3: ==&gt; Appending adjustments
Step #3:     http://docs.codecov.io/docs/fixing-reports
Step #3:     + Found adjustments
Step #3: ==&gt; Gzipping contents
Step #3: ==&gt; Uploading reports
Step #3:     url: https://codecov.io
Step #3:     query: branch=&amp;commit=&amp;build=&amp;build_url=&amp;name=&amp;tag=&amp;slug=&amp;service=&amp;flags=&amp;pr=&amp;job=
Step #3:     -&gt; Pinging Codecov
Step #3: https://codecov.io/upload/v4?package=bash-tbd&amp;token=secret&amp;branch=&amp;commit=&amp;build=&amp;build_url=&amp;name=&amp;tag=&amp;slug=&amp;service=&amp;flags=&amp;pr=&amp;job=
Step #3:     -&gt; Uploading
Step #3:     X&gt; Failed to upload
Step #3:     -&gt; Sleeping for 30s and trying again...
Step #3:     -&gt; Pinging Codecov
Step #3: https://codecov.io/upload/v4?package=bash-tbd&amp;token=secret&amp;branch=&amp;commit=&amp;build=&amp;build_url=&amp;name=&amp;tag=&amp;slug=&amp;service=&amp;flags=&amp;pr=&amp;job=
Step #3:     -&gt; Uploading
Step #3:     X&gt; Failed to upload
Step #3:     -&gt; Sleeping for 30s and trying again...
Step #3:     -&gt; Pinging Codecov
Step #3: https://codecov.io/upload/v4?package=bash-tbd&amp;token=secret&amp;branch=&amp;commit=&amp;build=&amp;build_url=&amp;name=&amp;tag=&amp;slug=&amp;service=&amp;flags=&amp;pr=&amp;job=
Step #3:     -&gt; Uploading
Step #3:     X&gt; Failed to upload
Step #3:     -&gt; Sleeping for 30s and trying again...
Step #3:     -&gt; Pinging Codecov
Step #3: https://codecov.io/upload/v4?package=bash-tbd&amp;token=secret&amp;branch=&amp;commit=&amp;build=&amp;build_url=&amp;name=&amp;tag=&amp;slug=&amp;service=&amp;flags=&amp;pr=&amp;job=
Step #3:     -&gt; Uploading
Step #3:     X&gt; Failed to upload
Step #3:     -&gt; Sleeping for 30s and trying again...
Step #3:     -&gt; Uploading to Codecov
Step #3:     HTTP 400
Step #3: missing required properties: [&amp;#39;commit&amp;#39;]
Finished Step #3
Starting Step #4
Step #4: Already have image: node:10.15.1
Step #4: 
</code></pre>

<p>I've noticed two things in the logs:</p>

<pre><code>1. Step #3: /dev/fd/63: option requires an argument -- t
2. Step #3: missing required properties: [&amp;#39;commit&amp;#39;]
</code></pre>

<p>When searching to fix number 2, I found the following on SO: 
<a href=""https://stackoverflow.com/questions/44749241/codecov-io-gives-error-in-combination-with-bitbucket-pipelines"">codecov.io gives error in combination with Bitbucket pipelines</a></p>

<p>Where the answer seems to be to that git is not installed in my container.</p>

<p>So I've tried to make a custom container image with docker:</p>

<p>Dockerfile:</p>

<pre><code>FROM gcr.io/cloud-builders/curl
RUN apt-get update &amp;&amp; \
    apt-get upgrade -y &amp;&amp; \
    apt-get install -y git
</code></pre>

<p>So I build the image: </p>

<pre><code>build -t ""gcr.io/[PROJECT_ID]/builder .
</code></pre>

<p>And update my build step to use this image instead: </p>

<ul>
<li>name: ""gcr.io/$PROJECT_ID/builder""
entrypoint: bash
args: [""./scripts/codecov-upload.bash""]</li>
</ul>

<p>But using the image created with that dockerfile returns the same errors.</p>

<p>Maybe the Dockerfile for that custom image isn't correct? Or I'm missing something else? </p>

<p>My code is available on github: <a href=""https://github.com/thdk/timesheets/tree/feat/112-1"" rel=""nofollow noreferrer"">https://github.com/thdk/timesheets/tree/feat/112-1</a></p>","<p>After the <a href=""https://stackoverflow.com/a/61120917/681803"">answer from Ajordat</a> , <a href=""https://community.codecov.io/t/needed-help-to-upload-coverage-reports-with-google-cloud-build/1246/2?u=thdk"" rel=""noreferrer"">an answer on the community of codecov</a> and looking into the <a href=""https://github.com/codecov/codecov-bash/blob/master/codecov"" rel=""noreferrer"">source code of the codecov batch uploader</a> I discovered that some environment variables are required for the bash uploader to work.</p>

<p>I've changed my build step in <code>cloudbuild.yaml</code> to include environmental variables. The values for these are included in the <a href=""https://cloud.google.com/cloud-build/docs/configuring-builds/substitute-variable-values#using_default_substitutions"" rel=""noreferrer"">default substition variables from google cloud build</a>.</p>

<pre><code>- name: 'gcr.io/cloud-builders/curl'
  entrypoint: bash
  args: ['-c', 'bash &lt;(curl -s https://codecov.io/bash)']
  env:
  - 'VCS_COMMIT_ID=$COMMIT_SHA'
  - 'VCS_BRANCH_NAME=$BRANCH_NAME'
  - 'VCS_PULL_REQUEST=$_PR_NUMBER'
  - 'CI_BUILD_ID=$BUILD_ID'
  - 'CODECOV_TOKEN=$_CODECOV_TOKEN' # _CODECOV_TOKEN is user user substituion variable specified in my cloud build trigger
</code></pre>

<p>This seems to work except for a warning from the bash uploader:</p>

<pre><code>Step #3: /dev/fd/63: line 897: git: command not found
Step #3: /dev/fd/63: line 897: hg: command not found
</code></pre>

<p>So I had to use my own build image starting from the curl image and add git to it.</p>

<p>Dockerfile:</p>

<pre><code>FROM gcr.io/cloud-builders/curl
RUN apt-get update &amp;&amp; \
    apt-get upgrade -y &amp;&amp; \
    apt-get install -y git
</code></pre>

<p>And build the image:</p>

<pre><code>docker build -t ""gcr.io/[PROJECT_ID]/builder .
</code></pre>

<p>So my final <code>cloudbuild.yaml</code> file is:</p>

<pre><code>steps:
  - name: node:10.15.1
    entrypoint: npm
    args: [""install""]
  - name: node:10.15.1
    entrypoint: npm
    args: [""test"", ""--"", ""--coverage""]      
  - name: node:10.15.1
    entrypoint: npm
    args: [""run"", ""build:production""]
  - name: ""gcr.io/$PROJECT_ID/builder""
    entrypoint: bash
    args: ['-c', 'bash &lt;(curl -s https://codecov.io/bash)']
    env:
    - 'VCS_COMMIT_ID=$COMMIT_SHA'
    - 'VCS_BRANCH_NAME=$BRANCH_NAME'
    - 'VCS_PULL_REQUEST=$_PR_NUMBER'
    - 'CI_BUILD_ID=$BUILD_ID'
    - 'CODECOV_TOKEN=$_CODECOV_TOKEN'
</code></pre>"
"How can I call gcloud commands from a shell script during a build step?<p>I have automatic builds set up in Google Cloud, so that each time I push to the master branch of my repository, a new image is built and pushed to Google Container Registry.</p>

<p>These images pile up quickly, and I don't need all the old ones. So I would like to add a build step that runs a bash script which calls <code>gcloud container images list-tags</code>, loops the results, and deletes the old ones with <code>gcloud container images delete</code>.</p>

<p>I have the script written and it works locally. I am having trouble figuring out how to run it as a step in Cloud Builder.</p>

<p>It seems there are 2 options:</p>

<pre><code>- name: 'ubuntu'
  args: ['bash', './container-registry-cleanup.sh']
</code></pre>

<p>In the above step in <code>cloudbuild.yml</code> I try to run the <code>bash</code> command in the <code>ubuntu</code> image. This doesn't work because the <code>gcloud</code> command does not exist in this image.</p>

<pre><code>- name: 'gcr.io/cloud-builders/gcloud'
  args: [what goes here???]
</code></pre>

<p>In the above step in <code>cloudbuild.yml</code> I try to use the <code>gcloud</code> image, but since ""Arguments passed to this builder will be passed to <code>gcloud</code> directly"", I don't know how to call my bash script here.</p>

<p>What can I do?</p>","<p>You can customize the entry point of your build step. If you need gcloud installed, use the gcloud cloud builder and do this</p>

<pre><code>step:
  - name: 'gcr.io/cloud-builders/gcloud'
    entrypoint: ""bash""
    args:
      - ""-c""
      - |
          echo ""enter 1 bash command per line""
          ls -la
          gcloud version
          ...
</code></pre>"
"In GCP, how can I trigger the automatic deployment of Cloud Function in to Production project from the source files present in repo of DEV project<p>I want to automate the deployment of Cloud Function in to Production project through Cloud Build whose source files are present in Cloud Source Repository of DEV project. How can I ensure that the moment I push the code in production branch of Cloud Source Repository of DEV project, the Cloud Function gets created in to Production Project .</p>","<p>If I understand,  you are trying to trigger a build from a repository stored on another project.</p>

<p>This is not possible, the build triggers must be on the same project than the repositories </p>"
"GCP Cloud build with cloud function doesn't deploy the latest code<p>I am trying to setup CI/CD pipeline with Google Cloud Build for deploying the Google Cloud Functions with GitHub repository.</p>

<p>I have managed to create the trigger and whenever i push changes to master branch, the build is triggering. But after the deployment and Cloud Function Version is incremented, when i invoke the cloud function, it still executing the old function.</p>

<p>Following is the buildconfig.yaml</p>

<pre><code>steps:
- name: gcr.io/cloud-builders/git
  args: ['clone', 'https://github.com/mayuran19/GCP-CloudFunction']
- name: gcr.io/cloud-builders/git
  args: ['pull', 'https://github.com/mayuran19/GCP-CloudFunction', 'master']
- name: 'gcr.io/cloud-builders/gcloud'
  args: ['functions', 'deploy', 'function-1', '--trigger-http', '--runtime', 'nodejs8', '--entry-point', 'helloWorld']
  dir: './'
</code></pre>","<p>It's challenging to debug Cloud Build but I think you're missing the correct deployment source.</p>

<p>The <code>git clone ...</code> step creates <code>/workspace/GCP-CloudFunction</code></p>

<p>But you <code>gcloud functions deploy ...</code> from (default == <code>/workspace</code>).</p>

<p>You need to point <code>gcloud functions deploy ... --source=./GCP-CloudFunction</code>. (since you're in <code>/workspace</code>; or <code>--source=/workspace/GCP-CloudFunction</code> to be explicit).</p>

<p>A useful debugging mechanism is to add e.g. a <code>busybox</code> step that <code>ls -la /workspace</code> to ensure that, the workspace contains what you're expecting.</p>"
"google-cloud-build PyPi 400 errors<p>I am currently receiving 400 errors when invoking the <code>list_builds()</code> method (seen here: <a href=""https://googleapis.dev/python/cloudbuild/latest/gapic/v1/api.html?highlight=list_builds#google.cloud.devtools.cloudbuild_v1.CloudBuildClient.list_builds"" rel=""nofollow noreferrer"">https://googleapis.dev/python/cloudbuild/latest/gapic/v1/api.html?highlight=list_builds#google.cloud.devtools.cloudbuild_v1.CloudBuildClient.list_builds</a>)</p>

<p>The following command works using gcloud:</p>

<p><code>gcloud builds list --filter=""status=FAILURE""</code></p>

<p>However, the following API call returns <code>google.api_core.exceptions.InvalidArgument: 400 Error processing filter expression</code></p>

<pre><code>for element in client.list_builds(""REDACTED"", filter_=""status=FAILURE""):
    # process element
    pass
</code></pre>

<p>I'm guessing I'm missing something very obvious and simple here but I can't exactly figure out what I'm doing wrong</p>","<p>The correct way to pass in the filter string to the API call includes using double apostrophes around the actual text like so:</p>

<p><code>filter_='status=""FAILURE""'</code></p>

<p>Unsure of whether or not this will be changed in the future, but this is the same behavior for passing it in via the REST API here: <a href=""https://cloud.google.com/cloud-build/docs/api/reference/rest/v1/projects.builds/list"" rel=""nofollow noreferrer"">https://cloud.google.com/cloud-build/docs/api/reference/rest/v1/projects.builds/list</a></p>

<p>e.g specifiying <code>status=FAILURE</code> will fail, but <code>status=""FAILURE""</code> returns a 200 response.</p>"
"cloudbuild.yaml build pipeline for python flask app on gcloud compute engine<p>I have a Python Flask app which needs a library which is not preinstalled on Gcloud compute instances <code>libsndfile1</code> — also why I can't run this through app engine. I have set up a cloud build pipeline so my <code>cloudbuild.yaml</code> triggers every time I push to master on my repository.</p>
<p>Here are my 2 questions:</p>
<ol>
<li>Where does the cloudbuild.yaml execute it's instructions?</li>
<li>How do I make the cloudbuild.yaml execute <code>apt-get install libsndfile1 python3 python3-pip</code> and then also execute <code>pip3 install requirements.txt</code> where <code>requirements.txt</code> is a file in the repository that triggers the cloud build?</li>
</ol>
<p>Disclaimer: I am an ultra-beginner with docker but if you think that docker is the only way to do it then please explain how something like this can be done.</p>","<p>If you are interested in App Engine, my recommendation would be to migrate your application to the Google App Engine Flexible environment, where you could choose a <a href=""https://cloud.google.com/appengine/docs/flexible/custom-runtimes/build"" rel=""nofollow noreferrer"">Custom runtime</a> for your Flask application. Simply include a step on your Dockerfile to install the required library. It should look similar to this:</p>

<pre><code>FROM python:3.7
WORKDIR /app
COPY . /app
RUN apt-get update &amp;&amp;\
    apt-get install -y libsndfile1
RUN pip install -r requirements.txt
EXPOSE 8080
CMD [""gunicorn"", ""main:app"", ""-b"", "":8080"", ""--timeout"", ""300""]
</code></pre>

<p>And within this context you could use Cloud Build to automate your deployments in a fairly easy manner by following the relevant section of the <a href=""https://cloud.google.com/cloud-build/docs/deploying-builds/deploy-appengine"" rel=""nofollow noreferrer"">documentation</a>.</p>

<p>Now regarding your questions.</p>

<p><strong><em>(1) Where does the cloudbuild.yaml execute it's instructions?</em></strong></p>

<p>Here you can find all the relevant information of how Cloud Build works <a href=""https://cloud.google.com/cloud-build/docs/overview"" rel=""nofollow noreferrer"">here</a> and to answer your first question Cloud Build is a separate service and runs each step of the build in a Docker container within Google's Infrastructure. </p>

<p><strong><em>(2) How do I make the cloudbuild.yaml execute <code>apt-get install libsndfile1 python3 python3-pip</code> and then also execute <code>pip3 install requirements.txt</code> where requirements.txt is a file in the repo that triggers the cloud build.</em></strong></p>

<p>Please notice that Cloud Build is more oriented to be used with other products like Cloud Run, GKE, Cloud Functions, etc. And the only fairly straightforward that I've seen Cloud Build being used in the context of Compute Engine would be to <a href=""https://cloud.google.com/cloud-build/docs/building/build-vm-images-with-packer"" rel=""nofollow noreferrer"">build VM images using Packer</a>. In which case you'll need to <a href=""https://cloud.google.com/compute/docs/images/create-delete-deprecate-private-images"" rel=""nofollow noreferrer"">create a custom image</a> with all the dependencies already installed along within your application.</p>

<p>The specifics of the solution will vary depending on the OS of your Compute Engine instance. But you'll basically need to do the following:</p>

<ol>
<li>Upload a startup script that installs <code>libsndfile1</code> as well as all the dependencies specified on the <code>requirements.txt</code> file to a bucket in Cloud Storage.</li>
<li>Take advantage that you can use gcloud to <a href=""https://cloud.google.com/compute/docs/startupscript#startupscriptrunninginstances"" rel=""nofollow noreferrer"">apply a startup script to running instances</a> in a similar fashion to.</li>
</ol>

<pre><code>gcloud compute instances add-metadata example-instance \
    --metadata startup-script-url=gs://bucket/file
</code></pre>

<p>and there is <a href=""https://github.com/GoogleCloudPlatform/cloud-builders/tree/master/gcloud"" rel=""nofollow noreferrer"">cloud builder for gcloud</a>
3. Build a cloudbuild.yaml file that uses 2. and restart the instance (not recommended if your app is in production since it will cause downtime) in a similar fashion to:</p>

<p>cloudbuild.yaml</p>

<pre><code>steps:
- name: gcr.io/cloud-builders/gcloud
  args: ['compute', 'instances', 'add-metadata', 'example-instance','--metadata startup-script-url=gs://bucket/file']
- name: gcr.io/cloud-builders/gcloud
  args: ['compute', 'instances', 'reset', 'example-instance']
</code></pre>

<ol start=""4"">
<li>Give the cloud build service account enough permissions to execute that task (<a href=""https://cloud.google.com/compute/docs/access/iam#compute.admin"" rel=""nofollow noreferrer"">Compute Admin</a> and <a href=""https://cloud.google.com/storage/docs/access-control/iam-roles#standard-roles"" rel=""nofollow noreferrer"">Storage Admin</a>).</li>
<li>Run the build.</li>
</ol>

<p>I shared the previous steps in aims of answering your concrete question but I would insist that my recommendation would be to migrate the app to App Engine Flexible environment with custom runtime as explained before.</p>"
"How can I specify a region for the Cloud Storage buckets used by Cloud Build for a Cloud Run deployment?<p>When deploying a docker container image to Cloud Run, I can choose a region, which is fine.  Cloud Run delegates the build to Cloud Build, which apparently creates two buckets to make this happen.  The unexpected behavior is that buckets aren't created in the region of the Cloud Run deployment, and instead default to multi-region US.</p>

<p><strong>How do I specify the region as ""us-east1"" so the cost of storage is absorbed by the ""always free"" tier?</strong>  (Apparently US multi-region storage buckets store data in regions outside of the free tier limits, which resulted in a surprise bill - I am trying to avoid that bill.)</p>

<p>If it matters, I am also using Firebase in this project.  I created the Firebase default storage bucket in the us-east1 region with the hopes that it might also become the default for other buckets, but this is not so.  The final bucket list looks like this, where you can see the two buckets created automatically with the undesirable multi-region setting.</p>

<p><a href=""https://i.stack.imgur.com/MRS5H.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/MRS5H.png"" alt=""enter image description here""></a></p>

<p>This is the shell script I'm using to build and deploy:</p>

<pre class=""lang-sh prettyprint-override""><code>#!/bin/sh

project_id=$1
service_id=$2

if [ -z ""$project_id"" ]; then
    echo ""First argument must be the Google Cloud project ID"" &gt;&amp;2
    exit 1
fi

if [ -z ""$service_id"" ]; then
    echo ""Second argument must be the Cloud Run app name"" &gt;&amp;2
    exit 1
fi

echo ""Deploying $service_id to $project_id""

tag=""gcr.io/$project_id/$service_id""

gcloud builds submit \
    --project ""$project_id"" \
    --tag ""$tag"" \
&amp;&amp; \
gcloud run deploy ""$service_id"" \
    --project ""$project_id"" \
    --image ""$tag"" \
    --platform managed \
    --update-env-vars ""GOOGLE_CLOUD_PROJECT=$project_id"" \
    --region us-central1 \
    --allow-unauthenticated
</code></pre>","<p>As you mention, Cloud Build creates a bucket or buckets with multi region because when creating the service in Cloud Run, there are only added the needed flags and arguments to deploy the service.</p>
<p>The <a href=""https://cloud.google.com/sdk/gcloud/reference/builds/submit#--gcs-source-staging-dir"" rel=""noreferrer"">documentation</a> for the command <code>gcloud builds submit</code> mentions the following for the flag <code>--gcs-source-staging-dir</code>:</p>
<blockquote>
<pre><code>--gcs-source-staging-dir=GCS_SOURCE_STAGING_DIR
</code></pre>
<p>A directory in Google Cloud Storage to copy the source used for staging the build. If the specified bucket does not exist, Cloud Build will create one. If you don't set this field, gs://[PROJECT_ID]_cloudbuild/source is used.</p>
</blockquote>
<p>As this flag is not set, the bucket is created in <code>multi-region</code> and in <code>us</code>. This behavior also applies for the flag <a href=""https://cloud.google.com/sdk/gcloud/reference/builds/submit#--gcs-log-dir"" rel=""noreferrer""><code>--gcs-log-dir</code></a>.</p>
<p>Now the necessary steps to use the bucket in the dual-region, region or multi-region you want is using a <code>cloudbuild.yaml</code> and using the flag <code>--gcs-source-staging-dir</code>. You can do the following:</p>
<ol>
<li>Create a bucket in the region, dual-region or multi-region you may want. For example I created a bucket called &quot;example-bucket&quot; in <code>australia-southeast1</code>.</li>
<li>Create a <code>cloudbuild.yaml</code> file. This is necessary to store the artifacts of the build in the bucket you want as mentioned <a href=""https://cloud.google.com/cloud-build/docs/building/store-build-artifacts"" rel=""noreferrer"">here</a>. An example is as follows:</li>
</ol>
<pre class=""lang-yaml prettyprint-override""><code>steps:
- name: 'gcr.io/cloud-builders/gcloud'
    args:
    - 'run'
    - 'deploy'
    - 'cloudrunservice'
    - '--image'
    - 'gcr.io/PROJECT_ID/IMAGE'
    - '--region'
    - 'REGION_TO_DEPLOY'
    - '--platform'
    - 'managed'
    - '--allow-unauthenticated'
artifacts:
    objects:
    location: 'gs://example-bucket'
    paths: ['*']
</code></pre>
<ol start=""3"">
<li>Finally you could run the following command:</li>
</ol>
<pre class=""lang-sh prettyprint-override""><code>gcloud builds submit --gcs-source-staging-dir=&quot;gs://example-bucket/cloudbuild-custom&quot; --config cloudbuild.yaml
</code></pre>
<p>The steps mentioned before can adapted to your script. Please give a try :) and you will see that even if the Cloud Run service is deployed in Asia, Europe or US, the bucket specified before can be in another location.</p>"
"How to deploy multiple functions from a monorepo using Cloud Build but only one at a time<p>I am trying to set up a monorepo with multiple cloud functions written in Python. I am currently using Cloud Build and structure like this:</p>

<pre><code>.
├── deployment
│   └── cloudbuild.yaml
├── main.py
└── requirements.txt
</code></pre>

<p>which with this Cloud Build YAML code deploys well:</p>

<pre><code>steps:
  - name: 'gcr.io/cloud-builders/gcloud'
    args: [
      'functions', 'deploy', '$_FUNCTION_NAME',
      '--trigger-resource', '$_TRIGGER_RESOURCE',
      '--trigger-event', '$_TRIGGER_EVENT',
      '--runtime', 'python37',
      '--memory', '1024MB',
      '--region', 'europe-west1'
    ]
</code></pre>

<p>Now my intent is to move towards this structure:</p>

<pre><code>.
├── first_function
│   ├── main.py
│   └── requirements.txt
├── second_function
│   ├── main.py
│   └── requirements.txt
└── cloudbuild.yaml
</code></pre>

<p>With triggers set up to watch changes within the respective subfolders, injecting the function name as env variable and deploying the correct function. This is the TF idea of setup:</p>

<pre><code>resource ""google_cloudbuild_trigger"" ""first_function_trigger"" {
  project = google_project.my_project.name
  name = ""trigger-first-function""
  description = ""Trigger for deploying first function""

  trigger_template {
    repo_name = google_sourcerepo_repository.functions.name
    branch_name = ""master""
    dir = ""first_function/**""
  }

  substitutions = {
    _TRIGGER_RESOURCE = google_storage_bucket.my_bucket.name
    _TRIGGER_EVENT = ""google.storage.object.finalize""
    _FUNCTION_NAME = ""first_function""
  }

  filename = ""cloudbuild.yaml""
}
</code></pre>

<p>However, here is the catch:</p>

<p>All arrangements, with specifying <code>--source</code> in the <code>gcloud functions deploy</code> command, just keep giving me errors such as:</p>

<blockquote>
  <p>ERROR: (gcloud.functions.deploy) argument <code>--source</code>: Provided directory does not exist</p>
</blockquote>

<p>This error occurrs when I try these values:</p>

<pre><code>1. --source=.
2. --source=./first_function
3. --source=./first_function/
</code></pre>

<p>Number three works locally when <code>gcloud functions deploy</code> is called from the root folder. I read about the approach of specifying the repository in GCP - but that's an extra data loading operation, no? The source code is already there - this is a trigger for changes in the repository.</p>

<p>When no <code>--source</code> is defined, this is the error I get:</p>

<blockquote>
  <p>ERROR: (gcloud.functions.deploy) OperationError: code=3, message=Build failed: Build error details not available</p>
</blockquote>

<p>I know that Cloud Build is a fairly young service and changes very rapidly, but is there a way now to arrange the folders or set up the cloud build YAML so that the functions get deployed correctly? I really don't want to create a separate repository for every single 100-line function.</p>","<p>I was unable to reproduce your issue with just Cloud Functions + Cloud Build. With the following structure:</p>

<pre><code>.
├── cloudbuild.yaml
├── first_function
│   ├── main.py
│   └── requirements.txt
└── second_function
    ├── main.py
    └── requirements.txt
</code></pre>

<p>And the following <code>cloudbuild.yaml</code>:</p>

<pre><code>steps:
  - name: 'gcr.io/cloud-builders/gcloud'
    args: [
      'functions', 'deploy', 'first_function',
      '--trigger-http',
      '--runtime', 'python37',
      '--region', 'us-central1',
      '--source', 'first_function'
    ]
  - name: 'gcr.io/cloud-builders/gcloud'
    args: [
      'functions', 'deploy', 'second_function',
      '--trigger-http',
      '--runtime', 'python37',
      '--region', 'us-central1',
      '--source', 'second_function'
    ]
</code></pre>

<p>I was able to deploy both functions.</p>

<p>Is it possible the <code>source</code> flag is not being set correctly?</p>"
"What does stop streaming builds ans start streaming builds does in google cloud build?<p>In build history I'm seeing a new button saying stop streaming builds, what does it mean in google cloud build<a href=""https://i.stack.imgur.com/xXzrq.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/xXzrq.png"" alt=""image""></a> </p>","<p>Google seems to be pushing a new UI.
Monday I was getting it every so often, yesterday I got it all day.
The ""Stop Streaming"" stops the page from auto updating.</p>

<p>The old UI, had a ""refresh"" button as new builds would not show automatically </p>"
